Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,
2025-04-25 17:24:28,2025-04-25 17:24:28,2025-04-25 17:24:28,86748861317839,10218,GTIGL,0x09fe7fbf,,802003,0x0902,0x0915,100,14343,0,0,1,0,22,6,-,5,0.0,00fd,551,-23329643,-51177549,724,6,c4a7,07a7140c,0.0,445.7,00:01:12,37:19:51,-,-,0,-,,,,,,,,,
2025-04-25 17:24:38,2025-04-25 17:24:38,2025-04-25 17:24:38,86748861317839,10219,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14320,0,-,1,1,22,8,-,2,5.6,009e,556,-23329683,-51177568,724,6,c4a7,07a7140c,0.0,445.7,00:01:21,37:20:00,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:01,2025-04-25 17:25:02,2025-04-25 17:25:01,86748861317839,10220,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14271,0,-,1,1,22,12,-,1,3.0,00c4,561,-23330101,-51177557,724,6,c4a7,07a7140c,0.0,445.7,00:01:45,37:20:24,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:25,2025-04-25 17:25:25,2025-04-25 17:25:25,86748861317839,10221,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14312,0,-,1,1,22,12,-,1,24.8,99,568,-23330527,-5117762,724,6,c4a7,07a7140c,0.1,445.7,00:02:09,37:20:48,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:28,2025-04-25 17:25:28,2025-04-25 17:25:28,86748861317839,10222,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14328,0,-,1,1,22,12,-,1,25.7,006f,569,-23330661,-51177462,724,6,c4a7,07a7140c,0.1,445.8,00:02:12,37:20:51,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:30,2025-04-25 17:25:30,2025-04-25 17:25:30,86748861317839,10223,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14230,0,-,1,1,22,12,-,1,29.3,004d,569,-23330662,-51177313,724,6,c4a7,07a7140c,0.1,445.8,00:02:15,37:20:54,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:33,2025-04-25 17:25:33,2025-04-25 17:25:33,86748861317839,10224,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14319,0,-,1,1,22,12,-,1,30.5,25,569,-23330528,-51177121,724,6,c4a7,07a7140c,0.2,445.8,00:02:18,37:20:57,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:35,2025-04-25 17:25:35,2025-04-25 17:25:35,86748861317839,10225,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14256,0,-,1,1,22,12,-,1,30.6,2,568,-23330387,-51177091,724,6,c4a7,07a7140c,0.2,445.8,00:02:18,37:20:57,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:37,2025-04-25 17:25:37,2025-04-25 17:25:37,86748861317839,10226,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14307,0,-,1,1,22,12,-,1,30.8,147,568,-23330247,-51177153,724,6,c4a7,07a7140c,0.2,445.8,00:02:21,37:21:00,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:25:42,2025-04-25 17:25:42,2025-04-25 17:25:42,86748861317839,10227,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14307,0,-,1,1,22,12,-,1,36.1,166,567,-23329874,-51177307,724,6,c4a7,07a7140c,0.2,445.9,00:02:27,37:21:06,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:26:20,2025-04-25 17:26:20,2025-04-25 17:26:18,86748861317839,10228,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14185,0,-,1,1,22,12,-,1,0.0,166,559,-23327428,-51177237,724,6,c4a7,07a71503,0.5,446.2,00:03:03,37:21:42,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:27:18,2025-04-25 17:27:18,2025-04-25 17:27:17,86748861317839,10229,GTDAT,0x09fe7fbf,,802003,0x0902,0x0915,100,14100,0,0,1,1,22,12,-,1,0.0,166,554,-23326675,-51177236,724,6,c4a7,07a7140b,0.6,446.2,00:04:03,37:22:42,-,-,0,-,Timeout ID,,,,,,,,
2025-04-25 17:27:58,2025-04-25 17:27:58,2025-04-25 17:27:58,86748861317839,10230,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14227,0,-,1,1,22,12,-,1,24.0,001d,548,-23326325,-51177188,724,6,c4a7,07a7140b,0.6,446.2,00:04:42,37:23:21,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:28:40,2025-04-25 17:28:40,2025-04-25 17:28:40,86748861317839,10231,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14160,0,-,1,1,22,12,-,1,22.4,43,542,-23325381,-51176536,724,6,c4a7,07a7140b,0.7,446.4,00:05:24,37:24:03,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:28:59,2025-04-25 17:29:00,2025-04-25 17:28:59,86748861317839,10232,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14229,0,-,1,1,22,12,-,1,22.8,21,541,-23325246,-51176065,724,6,c4a7,07a7140b,0.7,446.4,00:05:45,37:24:24,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:29:01,2025-04-25 17:29:01,2025-04-25 17:29:01,86748861317839,10233,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14229,0,-,1,1,22,12,-,1,27.0,3,542,-23325124,-51176032,724,6,c4a7,07a7140b,0.8,446.4,00:05:45,37:24:24,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:29:20,2025-04-25 17:29:20,2025-04-25 17:29:18,86748861317839,10234,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14219,0,-,1,1,22,12,-,1,32.3,162,552,-2332378,-51176088,724,6,c4a7,07a7140b,0.9,446.6,00:06:03,37:24:42,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:30:52,,,,10235,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 17:32:20,2025-04-25 17:32:20,2025-04-25 17:32:18,86748861317839,10236,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14194,0,-,1,1,22,12,-,1,6.9,161,590,-2331536,-51177218,724,6,c4a7,07a55302,1.8,447.5,00:09:03,37:27:42,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:32:36,2025-04-25 17:32:36,2025-04-25 17:32:36,86748861317839,10237,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14131,0,-,1,1,22,12,-,1,19.9,001c,591,-23315059,-51177206,724,6,c4a7,07a55302,1.8,447.5,00:09:21,37:28:00,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:32:43,2025-04-25 17:32:43,2025-04-25 17:32:43,86748861317839,10238,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14131,0,-,1,1,22,12,-,1,28.8,015c,590,-23314617,-5117703,724,6,c4a7,07a55302,1.9,447.6,00:09:27,37:28:06,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:32:46,2025-04-25 17:32:46,2025-04-25 17:32:46,86748861317839,10239,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14131,0,-,1,1,22,12,-,1,21.9,136,591,-23314448,-51177154,724,6,c4a7,07a55302,1.9,447.6,00:09:30,37:28:09,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:32:51,2025-04-25 17:32:51,2025-04-25 17:32:51,86748861317839,10240,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14080,0,-,1,1,22,12,-,1,33.8,155,593,-23314197,-51177379,724,6,c4a7,07a55302,2.0,447.6,00:09:36,37:28:15,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:33:02,2025-04-25 17:33:02,2025-04-25 17:33:02,86748861317839,10241,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14065,0,0,1,1,22,12,-,1,50.5,160,598,-23312989,-51177553,724,6,c4a7,07a55302,2.1,447.8,00:09:48,37:28:27,-,-,0,-,,,,,,,,,
2025-04-25 17:33:03,2025-04-25 17:33:03,2025-04-25 17:33:03,86748861317839,10242,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14065,0,0,1,1,22,12,-,1,49.2,160,598,-23312866,-5117757,724,6,c4a7,07a55302,2.1,447.8,00:09:48,37:28:27,-,-,0,-,,,,,,,,,
2025-04-25 17:33:06,2025-04-25 17:33:06,2025-04-25 17:33:06,86748861317839,10243,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13999,0,0,1,1,22,12,-,1,52.2,160,598,-2331249,-51177624,724,6,c4a7,07a55302,2.2,447.8,00:09:51,37:28:30,-,-,0,-,,,,,,,,,
2025-04-25 17:33:14,2025-04-25 17:33:15,2025-04-25 17:33:14,86748861317839,10244,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14009,0,0,1,1,22,12,-,1,48.7,160,597,-23311337,-51177781,724,6,c4a7,07b11102,2.3,447.9,00:10:00,37:28:39,-,-,0,-,,,,,,,,,
2025-04-25 17:35:20,2025-04-25 17:35:20,2025-04-25 17:35:18,86748861317839,10245,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14025,0,-,1,1,22,12,-,1,42.2,161,600,-23305312,-51178605,724,6,c4a7,07b11101,3.0,448.6,00:12:03,37:30:42,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:36:40,2025-04-25 17:36:40,2025-04-25 17:36:40,86748861317839,10246,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,23.0,001d,611,-23301534,-51179072,724,6,c4a7,07a5f501,3.4,449.0,00:13:24,37:32:03,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:36:42,2025-04-25 17:36:42,2025-04-25 17:36:42,86748861317839,10247,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,24.0,004d,611,-23301477,-51178965,724,6,c4a7,07a5f501,3.4,449.1,00:13:27,37:32:06,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:36:58,2025-04-25 17:36:58,2025-04-25 17:36:58,86748861317839,10248,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,27.1,17,610,-23301487,-51177408,724,6,c4a7,07a54201,3.6,449.2,00:13:42,37:32:21,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:37:00,2025-04-25 17:37:00,2025-04-25 17:37:00,86748861317839,10249,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,30.7,015c,609,-23301339,-51177415,724,6,c4a7,07a5f501,3.6,449.2,00:13:45,37:32:24,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:37:08,2025-04-25 17:37:08,2025-04-25 17:37:08,86748861317839,10250,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13795,0,-,1,1,22,12,-,1,24.5,16,612,-23300787,-51177631,724,6,c4a7,07a5f501,3.6,449.3,00:13:54,37:32:33,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:37:09,2025-04-25 17:37:09,2025-04-25 17:37:09,86748861317839,10251,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13795,0,-,1,1,22,12,-,1,24.7,003e,611,-23300756,-51177575,724,6,c4a7,07a5f501,3.6,449.3,00:13:54,37:32:33,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:37:38,2025-04-25 17:37:38,2025-04-25 17:37:38,86748861317839,10252,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,50.1,57,608,-2330045,-51174943,724,6,c4a7,07a54201,3.9,449.6,00:14:24,37:33:03,-,-,0,-,,,,,,,,,
2025-04-25 17:37:39,2025-04-25 17:37:39,2025-04-25 17:37:39,86748861317839,10253,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,49.9,54,608,-23300439,-51174808,724,6,c4a7,07a54201,3.9,449.6,00:14:24,37:33:03,-,-,0,-,,,,,,,,,
2025-04-25 17:37:40,2025-04-25 17:37:40,2025-04-25 17:37:40,86748861317839,10254,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,50.1,53,608,-23300424,-51174672,724,6,c4a7,07a54201,4.0,449.6,00:14:24,37:33:03,-,-,0,-,,,,,,,,,
2025-04-25 17:37:41,2025-04-25 17:37:41,2025-04-25 17:37:41,86748861317839,10255,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,49.4,53,607,-2330041,-51174538,724,6,c4a7,07a54201,4.0,449.6,00:14:27,37:33:06,-,-,0,-,,,,,,,,,
2025-04-25 17:37:50,2025-04-25 17:37:50,2025-04-25 17:37:50,86748861317839,10256,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13765,0,-,1,1,22,12,-,1,20.2,69,604,-23300334,-51173617,724,6,c4a7,07a54201,4.1,449.7,00:14:36,37:33:15,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:37:52,2025-04-25 17:37:52,2025-04-25 17:37:52,86748861317839,10257,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13691,0,-,1,1,22,12,-,1,20.0,97,605,-23300403,-51173544,724,6,c4a7,07a54201,4.1,449.7,00:14:36,37:33:15,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:38:13,2025-04-25 17:38:13,2025-04-25 17:38:13,86748861317839,10258,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13696,0,-,1,1,22,12,-,1,5.9,006a,604,-23300603,-51173494,724,6,c4a7,07a54201,4.1,449.7,00:14:57,37:33:36,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:38:15,2025-04-25 17:38:15,2025-04-25 17:38:15,86748861317839,10259,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13850,0,-,1,1,22,12,-,1,9.5,39,605,-2330059,-51173457,724,6,c4a7,07a54201,4.1,449.7,00:15:00,37:33:39,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:38:16,2025-04-25 17:38:16,2025-04-25 17:38:16,86748861317839,10260,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13850,0,-,1,1,22,12,-,1,13.0,000d,605,-23300563,-51173446,724,6,c4a7,07a54201,4.1,449.7,00:15:00,37:33:39,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:38:20,2025-04-25 17:38:20,2025-04-25 17:38:18,86748861317839,10261,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13850,0,-,1,1,22,12,-,1,24.0,0,604,-23300467,-51173448,724,6,c4a7,07a54201,4.1,449.8,00:15:03,37:33:42,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:38:49,2025-04-25 17:38:49,2025-04-25 17:38:49,86748861317839,10262,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,21.2,22,598,-23299654,-5117336,724,6,c4a7,07a5420b,4.2,449.8,00:15:33,37:34:12,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:38:53,2025-04-25 17:38:53,2025-04-25 17:38:53,86748861317839,10263,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,30.3,0,597,-23299389,-51173221,724,6,c4a7,07a5420b,4.2,449.8,00:15:39,37:34:18,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:38:55,2025-04-25 17:38:55,2025-04-25 17:38:55,86748861317839,10264,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,29.9,148,597,-23299244,-51173274,724,6,c4a7,07a5420b,4.2,449.9,00:15:39,37:34:18,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:39:00,2025-04-25 17:39:00,2025-04-25 17:39:00,86748861317839,10265,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,31.9,1,593,-23298868,-51173391,724,6,c4a7,07a5420b,4.3,449.9,00:15:45,37:34:24,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:41:20,2025-04-25 17:41:20,2025-04-25 17:41:18,86748861317839,10266,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13815,0,-,1,1,22,12,-,1,40.2,1,525,-23289016,-51173009,724,6,c4a7,07a5be0c,5.3,451.0,00:18:03,37:36:42,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:41:57,2025-04-25 17:41:57,2025-04-25 17:41:57,86748861317839,10267,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13722,0,-,1,1,22,12,-,1,31.7,29,554,-23285262,-51172808,724,6,c4a7,07a5be0c,5.7,451.4,00:18:42,37:37:21,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:41:59,2025-04-25 17:41:59,2025-04-25 17:41:59,86748861317839,10268,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13813,0,-,1,1,22,12,-,1,35.4,49,554,-23285188,-5117265,724,6,c4a7,07a5be0c,5.8,451.4,00:18:42,37:37:21,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:42:04,2025-04-25 17:42:04,2025-04-25 17:42:04,86748861317839,10269,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13738,0,0,1,1,22,12,-,1,52.8,004f,553,-23285069,-51172055,724,6,c4a7,07a5be0c,5.8,451.5,00:18:48,37:37:27,-,-,0,-,,,,,,,,,
2025-04-25 17:42:32,2025-04-25 17:42:32,2025-04-25 17:42:32,86748861317839,10270,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13752,0,0,1,1,22,12,-,1,44.7,004f,558,-23284288,-51167265,724,6,c4a7,07a5f50b,6.3,452.0,00:19:15,37:37:54,-,-,0,-,,,,,,,,,
2025-04-25 17:42:50,2025-04-25 17:42:50,2025-04-25 17:42:50,86748861317839,10271,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13765,0,0,1,1,22,12,-,1,50.7,50,562,-23284031,-51165653,724,6,c4a7,07a54202,6.5,452.2,00:19:33,37:38:12,-,-,0,-,,,,,,,,,
2025-04-25 17:43:03,2025-04-25 17:43:03,2025-04-25 17:43:03,86748861317839,10272,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13684,0,0,1,1,22,12,-,1,49.0,004f,561,-23283728,-51163772,724,6,c4a7,07a5f501,6.7,452.3,00:19:48,37:38:27,-,-,0,-,,,,,,,,,
2025-04-25 17:43:24,2025-04-25 17:43:24,2025-04-25 17:43:24,86748861317839,10273,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13758,0,0,1,1,22,12,-,1,51.3,50,563,-23283409,-51161784,724,6,c4a7,07a54202,6.9,452.5,00:20:09,37:38:48,-,-,0,-,,,,,,,,,
2025-04-25 17:43:34,2025-04-25 17:43:34,2025-04-25 17:43:34,86748861317839,10274,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13754,0,0,1,1,22,12,-,1,49.0,51,569,-23283194,-51160373,724,6,c4a7,07a5cc03,7.0,452.7,00:20:18,37:38:57,-,-,0,-,,,,,,,,,
2025-04-25 17:44:06,2025-04-25 17:44:06,2025-04-25 17:44:06,86748861317839,10275,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13785,0,0,1,1,22,12,-,1,51.0,50,580,-23282718,-51157098,724,6,c4a7,07a5cc03,7.4,453.0,00:20:51,37:39:30,-,-,0,-,,,,,,,,,
2025-04-25 17:44:08,2025-04-25 17:44:08,2025-04-25 17:44:08,86748861317839,10276,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13785,0,0,1,1,22,12,-,1,49.1,50,579,-23282676,-5115683,724,6,c4a7,07a5cc03,7.4,453.1,00:20:51,37:39:30,-,-,0,-,,,,,,,,,
2025-04-25 17:44:20,2025-04-25 17:44:20,2025-04-25 17:44:18,86748861317839,10277,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13648,0,-,1,1,22,12,-,1,26.2,51,575,-23282513,-51155747,724,6,c4a7,07a5cc03,7.5,453.2,00:21:03,37:39:42,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:44:29,2025-04-25 17:44:29,2025-04-25 17:44:29,86748861317839,10278,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13690,0,-,1,1,22,12,-,1,16.4,006f,574,-23282522,-51155479,724,6,c4a7,07a5cc03,7.6,453.2,00:21:12,37:39:51,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:44:36,2025-04-25 17:44:36,2025-04-25 17:44:36,86748861317839,10279,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13746,0,-,1,1,22,12,-,1,31.4,004c,572,-23282667,-51154996,724,6,c4a7,07a5ccf2,7.6,453.3,00:21:21,37:40:00,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:44:39,2025-04-25 17:44:39,2025-04-25 17:44:39,86748861317839,10280,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13746,0,-,1,1,22,12,-,1,30.9,28,572,-23282538,-51154789,724,6,c4a7,07a5cce8,7.6,453.3,00:21:24,37:40:03,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:44:44,2025-04-25 17:44:44,2025-04-25 17:44:44,86748861317839,10281,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13746,0,-,1,1,22,12,-,1,36.5,004b,573,-23282303,-51154424,724,6,c4a7,07a5cc0c,7.7,453.3,00:21:27,37:40:06,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:47:20,2025-04-25 17:47:20,2025-04-25 17:47:18,86748861317839,10282,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13761,0,-,1,1,22,12,-,1,0.2,004b,570,-23280822,-51149523,724,6,c4a7,07a5ccf1,8.2,453.8,00:24:03,37:42:42,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:47:33,2025-04-25 17:47:33,2025-04-25 17:47:33,86748861317839,10283,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13849,0,-,1,1,22,12,-,1,27.4,001e,570,-23280732,-51148998,724,6,c4a7,07a5ccf1,8.2,453.9,00:24:18,37:42:57,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:47:35,2025-04-25 17:47:35,2025-04-25 17:47:35,86748861317839,10284,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13707,0,-,1,1,22,12,-,1,24.5,015d,570,-23280608,-51148979,724,6,c4a7,07a5ccf1,8.2,453.9,00:24:18,37:42:57,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:47:37,2025-04-25 17:47:37,2025-04-25 17:47:37,86748861317839,10285,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13796,0,-,1,1,22,12,-,1,26.5,013b,569,-23280495,-51149047,724,6,c4a7,07a5ccf1,8.2,453.9,00:24:21,37:43:00,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:47:43,2025-04-25 17:47:43,2025-04-25 17:47:43,86748861317839,10286,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13714,0,-,1,1,22,12,-,1,41.7,161,566,-23280043,-5114934,724,6,c4a7,07a5ccf1,8.3,454.0,00:24:27,37:43:06,-,-,0,-,,,,,4,7,0,0,
2025-04-25 17:47:48,2025-04-25 17:47:48,2025-04-25 17:47:48,86748861317839,10287,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13752,0,0,1,1,22,12,-,1,50.1,0,561,-23279448,-51149338,724,6,c4a7,07a5cce7,8.4,454.0,00:24:33,37:43:12,-,-,0,-,,,,,,,,,
2025-04-25 17:47:50,2025-04-25 17:47:50,2025-04-25 17:47:50,86748861317839,10288,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13752,0,0,1,1,22,12,-,1,49.4,0,558,-23279199,-51149333,724,6,c4a7,07a5cce7,8.4,454.1,00:24:33,37:43:12,-,-,0,-,,,,,,,,,
2025-04-25 17:47:53,2025-04-25 17:47:53,2025-04-25 17:47:53,86748861317839,10289,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13752,0,0,1,1,22,12,-,1,50.7,167,554,-23278827,-51149328,724,6,c4a7,07a5cce7,8.5,454.1,00:24:36,37:43:15,-,-,0,-,,,,,,,,,
2025-04-25 17:48:07,2025-04-25 17:48:07,2025-04-25 17:48:07,86748861317839,10290,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13786,0,0,1,1,22,12,-,1,48.7,0,532,-2327694,-51149308,724,6,c4a7,07a5cce7,8.7,454.3,00:24:51,37:43:30,-,-,0,-,,,,,,,,,
2025-04-25 17:48:51,2025-04-25 17:48:51,2025-04-25 17:48:51,86748861317839,10291,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13794,0,0,1,1,22,12,-,1,52.0,167,515,-23274648,-51149288,724,6,c4a7,07a57dd5,8.9,454.5,00:25:36,37:44:15,-,-,0,-,,,,,,,,,
2025-04-25 17:49:14,2025-04-25 17:49:14,2025-04-25 17:49:14,86748861317839,10292,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13753,0,-,1,1,22,12,-,1,52.2,18,493,-23271315,-51149254,724,6,c4a7,07a72934,9.3,454.9,00:25:57,37:44:36,-,-,0,-,,,,,4,001c,0,0,
2025-04-25 17:49:16,2025-04-25 17:49:16,2025-04-25 17:49:16,86748861317839,10293,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13753,0,0,1,1,22,12,-,1,49.0,28,494,-23271107,-51149103,724,6,c4a7,07a72934,9.3,455.0,00:26:00,37:44:39,-,-,0,-,,,,,,,,,
2025-04-25 17:49:30,2025-04-25 17:49:30,2025-04-25 17:49:30,86748861317839,10294,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13767,0,-,1,1,22,12,-,1,40.7,162,506,-23269867,-51148195,724,6,c4a7,07a5cc0b,9.5,455.1,00:26:15,37:44:54,-,-,0,-,,,,,4,1,0,0,
2025-04-25 17:49:34,2025-04-25 17:49:34,2025-04-25 17:49:34,86748861317839,10295,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13767,0,-,1,1,22,12,-,1,40.0,001c,505,-23269491,-51148126,724,6,c4a7,07a7290c,9.5,455.2,00:26:18,37:44:57,-,-,0,-,,,,,4,1,0,0,
